,path,sentence
17238,wavs/common_voice_th_26295102.wav,ตีไพ่ยันเที่ยงเหรอลุง
17239,wavs/common_voice_th_26295104.wav,คำวิเศษณ์
17240,wavs/common_voice_th_26295105.wav,เกล็ดปลากระโห้
17244,wavs/common_voice_th_26295132.wav,เสียรูปเสียทรง
17246,wavs/common_voice_th_26295134.wav,แสดง
17249,wavs/common_voice_th_26295144.wav,สังเคราะห์แสง
17250,wavs/common_voice_th_26295145.wav,สะบัดร้อนสะบัดหนาว
17251,wavs/common_voice_th_26295156.wav,อิริน่าจะมาสาย
17254,wavs/common_voice_th_26295172.wav,มีน้ำกระเจี๊ยบ น้ำเก๊กฮวย ชาดำเย็น โอเลี้ยง
17256,wavs/common_voice_th_26295174.wav,แพทย์สมัยใหม่
17259,wavs/common_voice_th_26295179.wav,เครื่องรางของขลัง
17260,wavs/common_voice_th_26295180.wav,สานปลาตะเพียนให้ลูกเล่น ไม่นิยมสานปลาชนิดอื่น
17263,wavs/common_voice_th_26295188.wav,เส้นหมี่ หมี่ขาว
17267,wavs/common_voice_th_26295199.wav,เครื่องฉีดน้ำสนามหญ้า
17270,wavs/common_voice_th_26295207.wav,น้ำยาล้างจานเจ็ดขวด
17272,wavs/common_voice_th_26295212.wav,ณัฐ สัตยาภรณ์พิสุทธิ์
17273,wavs/common_voice_th_26295213.wav,ฮานาเล  กีรติ ชนา
17276,wavs/common_voice_th_26295222.wav,แตรวงโยธวาทิต
17282,wavs/common_voice_th_26295237.wav,ไม่ใส่ผัก
17283,wavs/common_voice_th_26295243.wav,กุหลาบบานมาตั้งแต่เมื่อไม่กี่วันก่อน
17284,wavs/common_voice_th_26295245.wav,ชู้เหนือขันหมาก
17291,wavs/common_voice_th_26295259.wav,ราคาข้าวโพดห้าเซ็นต์เมื่อวันจันทร์
17292,wavs/common_voice_th_26295260.wav,ข้าวผัดขี้เมาปลาสลิด
17293,wavs/common_voice_th_26295262.wav,เสียกำแล้วซ้ำกอบ
17294,wavs/common_voice_th_26295279.wav,เรือต่อต้านทุ่นระเบิด
17295,wavs/common_voice_th_26295280.wav,มีอีกเพียงวิชาเดียวที่ต้องตามเก็บ
17299,wavs/common_voice_th_26295377.wav,สองแง่สองง่าม
17300,wavs/common_voice_th_26295378.wav,สไมล์ สยาม พริ้นติ้ง เซอร์วิส
17301,wavs/common_voice_th_26295388.wav,แล้วทิศทางนี้จะดูแปลกไปแค่ไหน
17302,wavs/common_voice_th_26295389.wav,ตลอดจนความได้เปรียบของค่าจ้างแรงงาน
17305,wavs/common_voice_th_26295407.wav,หยกลายเมฆ  โสภี พรรณราย
17306,wavs/common_voice_th_26295410.wav,อสังหาริมทรัพย์
17310,wavs/common_voice_th_26295433.wav,เรือนจำพิเศษกรุงเทพ
17313,wavs/common_voice_th_26295474.wav,วิธีพิจารณาความอาญา
17315,wavs/common_voice_th_26295501.wav,จับคู่ระหว่างโรงเรียนขนาดใหญ่
17317,wavs/common_voice_th_26295506.wav,สุนัขต้อนฝูงแกะกลับบ้าน
17320,wavs/common_voice_th_26295539.wav,ไปรษณีย์อากาศ
17333,wavs/common_voice_th_26295668.wav,ความไม่แน่นอน
17334,wavs/common_voice_th_26295670.wav,ดูทีวีช่องอมรินทร์
17336,wavs/common_voice_th_26295719.wav,ซักผ้ายังไงให้หอมเท่าแม่ซัก
17341,wavs/common_voice_th_26295761.wav,ไม่ทางใดก็ทางหนึ่ง
17342,wavs/common_voice_th_26295762.wav,งั้นจะไปหาที่นั่งกินตรงไหน
17343,wavs/common_voice_th_26295772.wav,ลูกฟักหน้าพรหม
17344,wavs/common_voice_th_26295775.wav,พายแอปเปิ้ลเป็นเมนูขนมที่โดดเด่น
17345,wavs/common_voice_th_26295776.wav,เป็นน้ำเป็นนวล
17346,wavs/common_voice_th_26295794.wav,คราวหน้าคราวหลัง
17348,wavs/common_voice_th_26295797.wav,แบบถอดหน้ากากกินน้ำ
17349,wavs/common_voice_th_26295798.wav,ความเป็นระเบียบเรียบร้อย
17351,wavs/common_voice_th_26295812.wav,เลือดก้อนเดียวตัดทิ้งได้
17353,wavs/common_voice_th_26295831.wav,เบียดเสียดเยียดยัด
17356,wavs/common_voice_th_26295849.wav,เบญจางคประดิษฐ์
17357,wavs/common_voice_th_26295850.wav,เรือเล็กควรออกจากฝั่ง ประชาธิปัตย์
17358,wavs/common_voice_th_26295851.wav,เปลี่ยนมือถือเป็นเครื่องใหม่
17360,wavs/common_voice_th_26295853.wav,เอากุ้งฝอยไปตกปลากะพง
17361,wavs/common_voice_th_26295870.wav,ไฟฟ้ากระแสสลับ
17362,wavs/common_voice_th_26295876.wav,พิษสุราเรื้อรัง
17365,wavs/common_voice_th_26295893.wav,ค้างเดือนค้างปี
17366,wavs/common_voice_th_26295915.wav,ได้ทำงานร่วมกัน
17367,wavs/common_voice_th_26295918.wav,ทะเลปั๋วไห่
17371,wavs/common_voice_th_26295953.wav,ไปรอไหนไม่ได้ งั้นเข้าห้างนั่งกินข้าวรอ
17372,wavs/common_voice_th_26295961.wav,วอก ระกา จอ กุน
17373,wavs/common_voice_th_26450025.wav,แมนเนอร์เจอร์
17375,wavs/common_voice_th_26450029.wav,แต่แฮร์รี่ถือสมุดที่ถูกเขียนไปแล้ว
17378,wavs/common_voice_th_26450038.wav,ถ้าถอดหน้ากากกินในที่สาธารณะ
17380,wavs/common_voice_th_26450043.wav,มีของหวานอะไรบ้าง
17382,wavs/common_voice_th_26450045.wav,ลูกโป่งสวรรค์
17383,wavs/common_voice_th_26450054.wav,ไม่มีวี่แววของหนังสือเล่มนี้เลย
17385,wavs/common_voice_th_26450056.wav,กระดาษเอสี่ราคาประหยัด
17386,wavs/common_voice_th_26450070.wav,หัวใจเหลือเดน  สราญรส
17387,wavs/common_voice_th_26450071.wav,กับถ้าจะจับก็ไล่พวกนี้อะ ฉวยโอกาส
17388,wavs/common_voice_th_26450072.wav,บ้านนี้มีลูกสามคน เอ็ม เค สุกี้
17389,wavs/common_voice_th_26450074.wav,วิ่งกระโดดข้ามรั้ว
17392,wavs/common_voice_th_26450078.wav,เวลาในขวดแก้ว  ประภัสสร เสวิกุล
17395,wavs/common_voice_th_26450081.wav,กรมเอเชียตะวันออก
17396,wavs/common_voice_th_26450085.wav,โถเครื่องแป้ง
17397,wavs/common_voice_th_26450086.wav,พริกแกงกะหรี่
17398,wavs/common_voice_th_26450087.wav,หมูสามตัว เป็นพี่น้องกัน
17399,wavs/common_voice_th_26450095.wav,หน้ากากเมขลา  เพ็ญศิริ
17402,wavs/common_voice_th_26450207.wav,กระบอกโทรศัพท์
17406,wavs/common_voice_th_26450211.wav,ใส่นวมกับคาดมาลัยเดิน
17409,wavs/common_voice_th_26450500.wav,สมัยประวัติศาสตร์
17410,wavs/common_voice_th_26450502.wav,กระโดดเตะหลอดไฟ
17412,wavs/common_voice_th_26450511.wav,เสียงส่วนใหญ่
17413,wavs/common_voice_th_26450512.wav,ห้างปิดหกโมงเย็น
17415,wavs/common_voice_th_26450522.wav,เป็นเบี้ยล่าง
17416,wavs/common_voice_th_26450523.wav,ข้าวเปลือก เพราะยังอยู่ในเปลือก
17417,wavs/common_voice_th_26450526.wav,สืบสาวราวเรื่อง
17418,wavs/common_voice_th_26450528.wav,เจนเนอรัล เอนจิเนียริ่ง
17420,wavs/common_voice_th_26450532.wav,ไปดูกันก่อนป่าว
17422,wavs/common_voice_th_26450542.wav,อยากจะรู้นัก  พริมโรส
17423,wavs/common_voice_th_26450558.wav,เทคโนโลยียานยนต์ไฟฟ้า
17424,wavs/common_voice_th_26450559.wav,ไม้มีค่า
17425,wavs/common_voice_th_26450562.wav,ขายหน้าวันละห้าเบี้ย
17427,wavs/common_voice_th_26450567.wav,อย่าหยุดยั้ง
17428,wavs/common_voice_th_26450568.wav,อักษรศาสตรบัณฑิต
17429,wavs/common_voice_th_26450573.wav,ในระหว่างนั้น
17430,wavs/common_voice_th_26450576.wav,ยำแซ่บเห็ดฟางกุ้งสด
17433,wavs/common_voice_th_26450580.wav,เต้าหู้ขาวผัดขี้เมา
17436,wavs/common_voice_th_26450583.wav,เอ็นกล้ามเนื้อ
17437,wavs/common_voice_th_26450584.wav,แสบท้องแสบไส้
17442,wavs/common_voice_th_26450594.wav,เต็มไม้เต็มมือ
17443,wavs/common_voice_th_26450596.wav,ขาดความมั่นใจ
17444,wavs/common_voice_th_26450597.wav,ไม่เอากระเทียม
17447,wavs/common_voice_th_26450602.wav,ยิ้มแย้มแจ่มใส
17449,wavs/common_voice_th_26450604.wav,ถังน้ำขึ้นสนิม
17452,wavs/common_voice_th_26450609.wav,หลักฐานเป็นหนังสือ
17454,wavs/common_voice_th_26450611.wav,แขกเต้าเข้ารัง
17455,wavs/common_voice_th_26450612.wav,พันเก้าร้อยห้าสิบเมตร
17456,wavs/common_voice_th_26450613.wav,ในน้ำมีปลา ในนามีข้าว ในบ้านมีไวไฟ
17457,wavs/common_voice_th_26450614.wav,ความอนุเคราะห์
17459,wavs/common_voice_th_26450616.wav,มีหลายวิธีที่จะทำสิ่งนี้
17460,wavs/common_voice_th_26450618.wav,กระต่ายต้องแร้ว
17461,wavs/common_voice_th_26450619.wav,ล้มกลิ้งล้มหงาย
17463,wavs/common_voice_th_26450624.wav,ข้ามพรมแดน
17465,wavs/common_voice_th_26450628.wav,ยาแก้ไอน้ำดำ
17466,wavs/common_voice_th_26450629.wav,เลือดแค้นสีชมพู  ลดาวดี
17467,wavs/common_voice_th_26450631.wav,วงเวียนหัวใจ  รจเรข
17469,wavs/common_voice_th_26450633.wav,โอเค ค่อยแฟร์หน่อย
17473,wavs/common_voice_th_26450641.wav,ฝากหมายเลขนี้ กดหนึ่ง
17474,wavs/common_voice_th_26450642.wav,ปั้นจิ้มปั้นเจ๋อ
17475,wavs/common_voice_th_26450643.wav,กระดี้กระเดียม
17477,wavs/common_voice_th_26450646.wav,ราวแขวนเสื้อผ้า
17479,wavs/common_voice_th_26450649.wav,เห็นแล้วอยากไอติม
17481,wavs/common_voice_th_26450651.wav,เครื่องคิดเลข
17484,wavs/common_voice_th_26450660.wav,แยกน้ำ
17487,wavs/common_voice_th_26450665.wav,ความเกี่ยวเนื่อง
17491,wavs/common_voice_th_26450669.wav,กลยุทธ์เชิงรุก
17494,wavs/common_voice_th_26450675.wav,ด้วยบัดนี้ตัวข้ามะเหลเถ
17495,wavs/common_voice_th_26450676.wav,ปลาช่อนแป๊ะซะโบราณ
17498,wavs/common_voice_th_26450679.wav,สามก๊ก ก็พับลิกโดเมน
17499,wavs/common_voice_th_26450680.wav,ตับทอดซอสน้ำปลาหวาน
17501,wavs/common_voice_th_26450683.wav,เปลี่ยนที่เล่นไพ่
17502,wavs/common_voice_th_26450684.wav,ประชาสัมพันธ์
17505,wavs/common_voice_th_26450706.wav,บ้านเล็กบ้านน้อย
17506,wavs/common_voice_th_26450707.wav,ท้องฟ้ายามรุ่งอรุณ
17509,wavs/common_voice_th_26450712.wav,ค่าจ้างรายเดือน
17510,wavs/common_voice_th_26450714.wav,วันนี้ที่รอคอย  วราภา
17511,wavs/common_voice_th_26450721.wav,ไข่ไก่สองฟอง
17515,wavs/common_voice_th_26450726.wav,ผัดพริกแกง ผัดพริกขิง
17516,wavs/common_voice_th_26450727.wav,ไก่ห่อใบเตย
17519,wavs/common_voice_th_26450734.wav,หัวใจไร้สังกัด  กันยามาส
17521,wavs/common_voice_th_26450738.wav,พรหม ก็ไม่ได้อ่านว่าพอน หม แต่อ่านว่าพรม
17522,wavs/common_voice_th_26450739.wav,สอบสวนทวนพยาน
17523,wavs/common_voice_th_26450740.wav,ไต่สวนมูลฟ้อง
17525,wavs/common_voice_th_26450742.wav,มีจิตอาสา
17530,wavs/common_voice_th_26450756.wav,ขี้เกียจสันหลังยาว
17532,wavs/common_voice_th_26450758.wav,ความทุกข์ทรมาน
17533,wavs/common_voice_th_26450762.wav,กวนตีน หน้ามึน โฮสะอื้น
17534,wavs/common_voice_th_26450763.wav,ถ้ายังมีชีวิตก็ยังมีหวังเสมอ
17535,wavs/common_voice_th_26450764.wav,หัวใจที่ถูกปล้น
17536,wavs/common_voice_th_26450765.wav,แกงเขียวหวานไก่พริกขี้หนูสด
17537,wavs/common_voice_th_26450766.wav,ขนมปลากิมไข่เต่า
17538,wavs/common_voice_th_26450769.wav,โซเดียมซัลเฟต
17539,wavs/common_voice_th_26450770.wav,ความมักใหญ่ใฝ่สูง
17543,wavs/common_voice_th_26450774.wav,ดังนั้นสร้อยคออยู่ที่ไหน
17544,wavs/common_voice_th_26450775.wav,ทำเครื่องหมาย
17547,wavs/common_voice_th_26450778.wav,ร้องกระจองอแง
17549,wavs/common_voice_th_26450782.wav,ความทุลักทุเล
17553,wavs/common_voice_th_26450794.wav,มินิเธียเตอร์
17554,wavs/common_voice_th_26450795.wav,พุ่มข้าวบิณฑ์
17555,wavs/common_voice_th_26450796.wav,ไม่สามารถยกหัวไหล่ขึ้นสูงเหนือศีรษะได้
17557,wavs/common_voice_th_26450804.wav,คนจีนยุคก่อนยึดชื่อตามตัวหนังสือ ไม่ใช่ตามเสียง
17559,wavs/common_voice_th_26450808.wav,ปวดท้องเยี่ยว
17561,wavs/common_voice_th_26450811.wav,สมุดปฏิทินโหร
17564,wavs/common_voice_th_26450815.wav,ขนุนสุกสล้างแห่ง สาขา
17566,wavs/common_voice_th_26450817.wav,ไม่มีใครอยู่ในร้านเลย
17569,wavs/common_voice_th_26450826.wav,แพงกว่าบิน ไปยุโรป
17571,wavs/common_voice_th_26450831.wav,เกมโชว์เปิดป้าย
17573,wavs/common_voice_th_26450834.wav,วีรยุทธ สุภาพ
17574,wavs/common_voice_th_26568919.wav,ติดหนี้ติดสิน
17575,wavs/common_voice_th_26568920.wav,เห็นโฆษณามาสักพัก ช่วงนี้ต้องใส่สูทไปพรีเซนต์บ่อย จัดมาลองดู
17576,wavs/common_voice_th_26568922.wav,ท่าจะจริงแฮะ
17578,wavs/common_voice_th_26568933.wav,อ่านต่อกันมาเรื่อย
17580,wavs/common_voice_th_26568937.wav,ในอนาคต
17581,wavs/common_voice_th_26568939.wav,ภายในสามร้อยหกสิบห้าวัน
17586,wavs/common_voice_th_26568972.wav,ดองในโถแก้ว แต่จะเปลี่ยนมาดองในโอ่งแล้ว
17590,wavs/common_voice_th_26568984.wav,วิทยุประจำที่
17592,wavs/common_voice_th_26568997.wav,รู้จักเก็บรู้จักเขี่ย
17593,wavs/common_voice_th_26569007.wav,ห้าทุ่มครึ่งต้องออกละ เดี๋ยวรถหมด
17595,wavs/common_voice_th_26569011.wav,ลืมเอาหน้ากากมา เดี๋ยวไปซื้อก่อน
17596,wavs/common_voice_th_26569089.wav,หนักนิดเบาหน่อย
17601,wavs/common_voice_th_26569117.wav,หัวใจสายรุ้ง  สุนันทา
17602,wavs/common_voice_th_26569118.wav,จองรถแห่
17603,wavs/common_voice_th_26569119.wav,ฟอร์ดเรนเจอร์
17605,wavs/common_voice_th_26569134.wav,ความระมัดระวัง
17608,wavs/common_voice_th_26569542.wav,มุกมณีมีค่าควรเมือง
17612,wavs/common_voice_th_26569549.wav,จอนี้ไม่ค่อยสว่าง
17618,wavs/common_voice_th_26569561.wav,ทะเลโบโฮล
17619,wavs/common_voice_th_26569562.wav,ยังตกใจ
17620,wavs/common_voice_th_26569565.wav,ถุงก๊อบแก๊บ
17621,wavs/common_voice_th_26569566.wav,ทรัพยากรทางทะเลชายฝั่ง
17623,wavs/common_voice_th_26569569.wav,สิ่งเหนี่ยวรั้ง
17624,wavs/common_voice_th_26569570.wav,สลักลายดอกรัก  สวลี ส่องแสง
17626,wavs/common_voice_th_26569574.wav,เค้าคิดถึงตะเองนะ
17627,wavs/common_voice_th_26569575.wav,หนักหนาสากรรจ์
17629,wavs/common_voice_th_26569588.wav,มัชฌิมาธิปไตย
17630,wavs/common_voice_th_26569589.wav,เทคโนโลยีสมัยใหม่
17632,wavs/common_voice_th_26569592.wav,ทองวิทยาศาสตร์
17633,wavs/common_voice_th_26569596.wav,เมืองตากอากาศ
17634,wavs/common_voice_th_26569597.wav,ที่พึ่งสุดท้าย
17636,wavs/common_voice_th_26569599.wav,สาวเนื้ออ่อน  วลัย นวาระ
17638,wavs/common_voice_th_26569604.wav,ชิ้นสี่กัลยามาแต่ไพร ทุบสัข์ป่นไปกับนอกชาน
17639,wavs/common_voice_th_26569616.wav,เอาอันนี้
17647,wavs/common_voice_th_26569631.wav,แม่หญิงแม่หยัง
17648,wavs/common_voice_th_26569632.wav,ชั่วครั้งคราว
17649,wavs/common_voice_th_26569643.wav,กลุ่ม
17650,wavs/common_voice_th_26569644.wav,หวานใจ  ดวงตะวัน
17652,wavs/common_voice_th_26569652.wav,พบไม้งามเมื่อขวานบิ่น
17654,wavs/common_voice_th_26569657.wav,ร่อนรับร่อนเร่
17656,wavs/common_voice_th_26569661.wav,หมดเขี้ยวหมดงา
17657,wavs/common_voice_th_26569662.wav,เครื่องคอมพิวเตอร์
17658,wavs/common_voice_th_26569663.wav,ตูเจียงเยี่ยน
17660,wavs/common_voice_th_26569668.wav,เซลอีกแล้ว สิ้นเดือนนี้ อย่าลืมกดโค้ด
17661,wavs/common_voice_th_26569669.wav,กลบทกบเต้นสลักเพชร
17663,wavs/common_voice_th_26569672.wav,ใครมาถึงแล้วบ้าง
17664,wavs/common_voice_th_26569673.wav,ลบเจ็ดสิบองศาเซลเซียส
17665,wavs/common_voice_th_26569682.wav,มลังเมลือง แปลว่า อร่ามเรืองรอง
17669,wavs/common_voice_th_26569691.wav,ความเอื้ออาทร
17670,wavs/common_voice_th_26569692.wav,อุลตร้าไวโอเลต
17674,wavs/common_voice_th_26569698.wav,ไม่
17675,wavs/common_voice_th_26569699.wav,สรรพสิ่งปรากฏตัว
17676,wavs/common_voice_th_26569700.wav,โยฮันเนสเบิร์ก
17677,wavs/common_voice_th_26569701.wav,สุขภาพ
17678,wavs/common_voice_th_26569703.wav,บ้างสิ
17679,wavs/common_voice_th_26569704.wav,หน้าดำคร่ำเครียด
17680,wavs/common_voice_th_26569706.wav,ซื้อไอโฟนสิบสองโปรแม็กซ์
17681,wavs/common_voice_th_26569708.wav,ไฮโดรเจนไซยาไนด์
17683,wavs/common_voice_th_26569721.wav,กล่องถูกบรรจุด้วยปลากะพงสีแดงสว่าง
17684,wavs/common_voice_th_26569722.wav,มิสยูนิเวิร์ส
17686,wavs/common_voice_th_26569726.wav,ดวงอาทิตย์เป็นลูกไฟดวงโตที่ลอยอยู่ในอวกาศ
17688,wavs/common_voice_th_26569728.wav,นรกนั้นปูด้วยเจตนาดี
17689,wavs/common_voice_th_26569729.wav,ล้างคอมะพร้าว
17691,wavs/common_voice_th_26629598.wav,ด้วยความจริงใจ จากซาตาน
17693,wavs/common_voice_th_26629608.wav,สืบลับรหัสรัก  กิ่งฉัตร
17694,wavs/common_voice_th_26629669.wav,ต้มส้มกึ๋นไก่ สูตรเหนือ
17695,wavs/common_voice_th_26629672.wav,ประหยัดถ้อยคำ
17697,wavs/common_voice_th_26629678.wav,เป็ปซี่ไม่มี เอาโค้กได้ไหม
17700,wavs/common_voice_th_26629694.wav,หนุ่มทิพย์  แก้วเก้า
17701,wavs/common_voice_th_26629697.wav,กระต่องกระแต่ง
17705,wavs/common_voice_th_26629708.wav,อุปกรณ์เชิงกล
17706,wavs/common_voice_th_26629709.wav,ยกตัวขึ้นเหนือลม
17708,wavs/common_voice_th_26629712.wav,ปกใหญ่จริงด้วยครับ
17712,wavs/common_voice_th_26629731.wav,เปรียบประดุจดัง
17714,wavs/common_voice_th_26629733.wav,คาร์บอนไดออกไซด์
17715,wavs/common_voice_th_26629743.wav,ขอพวงเครื่องปรุงหน่อย
17719,wavs/common_voice_th_26629752.wav,เหยียบถ้ำเสือ
17722,wavs/common_voice_th_26629762.wav,สามารถกำกับ
17724,wavs/common_voice_th_26629770.wav,ทั้งหมดนี้มีสี่ขั้น
17726,wavs/common_voice_th_26629776.wav,สวรรค์ยังมีชั้น  ดาวไสว ไพจิตร
17728,wavs/common_voice_th_26629783.wav,ประโยควิเศษณ์
17731,wavs/common_voice_th_26629810.wav,น้ำพริกไข่ปู
17732,wavs/common_voice_th_26629811.wav,เหนือสิ่งอื่นใด
17733,wavs/common_voice_th_26629812.wav,รู้ระแคะระคาย
17736,wavs/common_voice_th_26629818.wav,สำนักงานปลัดกระทรวง
17737,wavs/common_voice_th_26629823.wav,เน้นออกแบบหลักสูตรระยะสั้นตามความสนใจ
17738,wavs/common_voice_th_26629834.wav,หนังสือเบิกทาง
17740,wavs/common_voice_th_26629844.wav,มหาวิทยาลัยรังสิต
17742,wavs/common_voice_th_26629854.wav,อัปสรสวรรค์  วลัย นวาระ
17743,wavs/common_voice_th_26629856.wav,แลบลิ้นปลิ้นตา
17744,wavs/common_voice_th_26629857.wav,ไธอะโซลิดีนไดโอน
17745,wavs/common_voice_th_26629860.wav,ลดหย่อนผ่อนโทษ
17748,wavs/common_voice_th_26629940.wav,แกงเผ็ดเป็ดย่าง เฉพาะทางมาก ถ้าเป็ดไม่ย่างมา ทำไม่ได้
17749,wavs/common_voice_th_26629950.wav,ไม้เท้ายายม่อม
17750,wavs/common_voice_th_26629951.wav,ความสนใจเหล่านั้นตอนนี้สำคัญที่สุดในสำนักงานนี้
17753,wavs/common_voice_th_26629954.wav,กล่องเอกสารเก่าเก็บ
17754,wavs/common_voice_th_26629955.wav,หากินตามชายเฟือย
17757,wavs/common_voice_th_26629966.wav,งีบไม่หลับ
17759,wavs/common_voice_th_26629986.wav,แล้วมีคนแยกกันเอาไปเลี้ยง
17760,wavs/common_voice_th_26629995.wav,หน่วยเลือกตั้ง
17761,wavs/common_voice_th_26629996.wav,ร่วมกันตรวจสอบข้อความ
17762,wavs/common_voice_th_26630039.wav,สาวรุ่น  ก เจษฎาพงศ์
17763,wavs/common_voice_th_26630049.wav,แบตคนติดลบไปแล้ว ทำงานด้วย
17764,wavs/common_voice_th_26630052.wav,ความเสื่อมเสีย
17765,wavs/common_voice_th_26630060.wav,โปรแกรมควบคุม
17768,wavs/common_voice_th_26630064.wav,ศัพท์เฉพาะวิชา
17770,wavs/common_voice_th_26630085.wav,บางครั้งบางคราว
17772,wavs/common_voice_th_26630090.wav,สองฝักสองฝ่าย
17773,wavs/common_voice_th_26630091.wav,เสื้อแขนกระบอก
17774,wavs/common_voice_th_26630092.wav,มัดเชื้อเพลิง
17779,wavs/common_voice_th_26630122.wav,ประโยชน์ส่วนรวม
17780,wavs/common_voice_th_26630124.wav,เติมน้ำแข็งให้ได้ไหมครับ
17786,wavs/common_voice_th_26630160.wav,ถือหูโทรศัพท์
17787,wavs/common_voice_th_26630166.wav,สามเสนวิทยาลัย
17788,wavs/common_voice_th_26630169.wav,ธุรกิจเงินทุน
17790,wavs/common_voice_th_26630173.wav,เต็มความสามารถ
17792,wavs/common_voice_th_26630175.wav,ปัญญาวิฒิ กเร เต เต ทินโนวาเท นมา มิหัง
17794,wavs/common_voice_th_26630185.wav,ความเห็นแก่ได้
17795,wavs/common_voice_th_26630188.wav,บัณฑุกัมพลศิลาอาสน์
17797,wavs/common_voice_th_26630199.wav,ค่ายประจักษ์ศิลปาคม
17798,wavs/common_voice_th_26630203.wav,ตารางเซนติเมตร
17799,wavs/common_voice_th_26630211.wav,ซิลิกอนออกไซด์
17801,wavs/common_voice_th_26630215.wav,เผื่อเหลือเผื่อขาด
17803,wavs/common_voice_th_26630392.wav,ชีวสังเคราะห์
17804,wavs/common_voice_th_26630393.wav,หนี้เสน่หา  เกตุวดี
17807,wavs/common_voice_th_26630398.wav,ดีคอนโปรดักส์
17815,wavs/common_voice_th_26630439.wav,ทะเลเซโตะใน
17822,wavs/common_voice_th_26630490.wav,เล่ห์เสน่หา  วาสนา
17824,wavs/common_voice_th_26630501.wav,กระเช้าสวรรค์
17825,wavs/common_voice_th_26630502.wav,กรี๊ด พี่เก่งอาบน้ำกับพี่แพท
17831,wavs/common_voice_th_26630931.wav,หน่วยความจำสำรอง
17832,wavs/common_voice_th_26630933.wav,ค้ากำไรเกินควร
17833,wavs/common_voice_th_26630934.wav,เจ็บปวดแต่จริงใจ
17834,wavs/common_voice_th_26630956.wav,ช่างประปา
17836,wavs/common_voice_th_26630960.wav,มหาวิทยาลัยเชียงใหม่
17838,wavs/common_voice_th_26630973.wav,หันหน้าเข้าวัด
17841,wavs/common_voice_th_26630988.wav,หน้าตาตั้งดี แต่โดนหน้ากากอนามัยบดบัง
17842,wavs/common_voice_th_26631001.wav,ปรับความเข้าใจ
17844,wavs/common_voice_th_26631026.wav,ความผิดลหุโทษ
17845,wavs/common_voice_th_26631072.wav,ไม่รับถุง
17846,wavs/common_voice_th_26631073.wav,ในทุกมิติตามความเหมาะสม
17847,wavs/common_voice_th_26631080.wav,รูปสามเหลี่ยม
17848,wavs/common_voice_th_26707179.wav,ประทับใจเลย
17853,wavs/common_voice_th_26707185.wav,โจดูดฝุ่นในห้องนั่งเล่น
17856,wavs/common_voice_th_26707188.wav,ต้องใช้ไม้ถูกชนิด แล้วก็ปิดยันต์เยอะแยะ
17858,wavs/common_voice_th_26707190.wav,บางอันยังเปิดอยู่
17860,wavs/common_voice_th_26707192.wav,โปรดหยิบนามบัตร
17862,wavs/common_voice_th_26707199.wav,คงเพราะโดเรมี สื่อถึงโน๊ตดนตรี
17863,wavs/common_voice_th_26707200.wav,เสี่ยมอด
17864,wavs/common_voice_th_26707201.wav,เมืองติดอันดับกลุ่มเมืองที่น่าอยู่ที่สุดในโลก
17866,wavs/common_voice_th_26707204.wav,ยามเอ๋อ
17872,wavs/common_voice_th_26707231.wav,อุทกภัย อ่านว่าอุทกกะไพ หมายถึงภัยทางน้ำ เช่นน้ำท่วม
17878,wavs/common_voice_th_26707253.wav,คนล้นมาก ฮือ
17879,wavs/common_voice_th_26707260.wav,แสงไฟสลัวทำให้บ้านดูมืดครึ้ม
17882,wavs/common_voice_th_26707265.wav,ทีม
17888,wavs/common_voice_th_26707278.wav,อิสระไหม
17889,wavs/common_voice_th_26707284.wav,รอยแตกของเขื่อนเกือบจะทำให้เกิดน้ำท่วม
17891,wavs/common_voice_th_26707286.wav,ตึกเก่าหลายแห่งยังอยู่ทุกวันนี้
17893,wavs/common_voice_th_26707351.wav,เชิญชวนมิตรสหายเศรษฐศาสตร์
17898,wavs/common_voice_th_26707363.wav,อิมโพรไวเซชั่น
17899,wavs/common_voice_th_26707368.wav,แมวไม่อยู่ หนูร่าเริง
17900,wavs/common_voice_th_26707376.wav,ที่นั่นมีวิวที่ค่อนข้างดีของเมือง แถมหาง่าย
17908,wavs/common_voice_th_26707466.wav,ในเรื่องแม่ของไจแอนท์จะเรียกทาเคชิตลอด
17913,wavs/common_voice_th_26707484.wav,ปากปราศรัย น้ำใจเชือดคอ
17919,wavs/common_voice_th_26707505.wav,เรื่องราวของเมืองนี้เริ่มขึ้นเมื่อสองสามพันปีที่แล้ว
17921,wavs/common_voice_th_26707509.wav,ธนิย อ่านว่า ทะนิยะ
17923,wavs/common_voice_th_26707514.wav,ใครที่ข้ามสะพานจะต้องจ่ายเงิน
17925,wavs/common_voice_th_26708024.wav,มีแบ่งเกรดด้วย
17926,wavs/common_voice_th_26708026.wav,ไม่น่าเชื่อที่สุด
17928,wavs/common_voice_th_26708029.wav,คลอสตริเดียมเตตานิ
17931,wavs/common_voice_th_26708039.wav,เกิดเป็น
17936,wavs/common_voice_th_26708055.wav,อย่าปากสว่าง 
17941,wavs/common_voice_th_26708060.wav,ทราน อ่านว่าทราน แบบทรานสฟอร์มเมอร์
17943,wavs/common_voice_th_26708079.wav,ช่วยเคาะฝุ่นออกจากรองเท้าด้วยนะคนแปลกหน้า
17944,wavs/common_voice_th_26708080.wav,แค่ทำกันคนละระดับ
